State,Owner,County,Parcel #,Acres,Section,Township,Range,Starting Bid
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14751-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14749-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14775-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14774-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14740-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14739-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14708-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,115-10850-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14702-000,0,,,,100
Arkansas,FLOYD & SANDRA  HOFFMAN,FULTON,230-14698-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14694-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14707-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,230-14703-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,225-14662-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,225-14645-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,225-14624-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,225-14623-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,225-14620-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,225-14619-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,225-14602-000,0,,,,100
Arkansas,NANCY & WILLIAM  GOSSETT,FULTON,225-14586-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,225-14577-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,225-14570-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,225-14606-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,225-14605-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,225-14568-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,225-14530-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,225-14529-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,225-14513-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,225-14507-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14338-000,0,,,,100
Arkansas,CHEROKEE   VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,215-14334-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14328-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14294-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14284-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14282-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14268-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14267-000,0,,,,100
Arkansas,DANNY E  WHITE,FULTON,215-14319-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14243-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14247-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14226-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14208-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14204-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14197-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14191-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14182-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14173-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14170-000,0,,,,100
Arkansas,CHEROKEE VILLAGE  SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,115-10833-000,0,,,,100
Arkansas,CHEROKEE VILLAGE  SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,115-10829-000,0,,,,100
Arkansas,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,115-10847-000,0,,,,100
Arkansas,CHEROKEE VILLAGE  SUBURBAN IMPROVEMENT DISTRICT% CVSID-FORECLOSURE,FULTON,115-10846-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14160-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14158-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,210-14147-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,210-14119-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14167-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,215-14166-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,210-14105-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,210-14094-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,210-14053-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,210-14046-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,210-14030-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,210-14004-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,205-13978-000,0,28,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,205-13975-000,0,28,19,06,100
Arkansas,GARY M & TRACI B  DANOS,FULTON,205-13925-000,0,28,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,205-13946-000,0,28,19,06,100
Arkansas,BENEDICT C  RENKIEWICZ,FULTON,205-13940-000,0,28,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13839-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13838-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13836-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13834-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13830-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13828-000,0,,,,100
Arkansas,GREG J & KIMBERLY K  BOGART % GREG BOGART,FULTON,205-13868-000,0,28,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13826-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13816-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13815-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13813-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13811-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13810-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13807-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13806-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13825-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,200-13823-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13805-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13800-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13796-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13795-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13794-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13793-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13791-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13789-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13787-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,200-13802-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13786-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13781-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13780-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13779-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13778-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13773-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13771-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13770-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13768-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13784-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13782-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13767-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13761-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13760-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13758-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13757-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13756-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13755-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13754-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13752-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13765-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13762-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13751-000,0,,,,100
Arkansas,RICHARD L  STEINER % WILDA M STEINER,FULTON,200-13747-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13746-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13745-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13742-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13739-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13736-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13735-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13732-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13750-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13749-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13731-000,0,,,,100
Arkansas,CHEROKEE VILLAGE  SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,115-10709-000,0,,,,100
Arkansas,CHEROKEE VILLAGE  SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,115-10771-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13724-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13722-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13718-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13728-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13726-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,200-13706-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,190-13568-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,190-13564-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,190-13559-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,190-13543-000,0,,,,100
Arkansas,CLAYTON E & RUTH  SCHULZ % CLAYTON E SCHULZ,FULTON,190-13539-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,190-13538-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,190-13565-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,190-13523-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,190-13518-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,190-13510-000,0,,,,100
Arkansas,PETE & ELIZABETH  ALLEY,FULTON,190-13495-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,190-13493-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,190-13478-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,185-13412-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,185-13393-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,185-13384-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,185-13379-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,185-13378-000,0,,,,100
Arkansas,VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1  CHEROKEE,FULTON,185-13421-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,185-13414-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,185-13339-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,185-13331-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,185-13326-000,0,,,,100
Arkansas,DANNY RAY & WILKEY THERESA  HADDOCK,FULTON,185-13318-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,185-13315-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,185-13351-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,185-13293-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,185-13291-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13277-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13260-000,0,,,,100
Arkansas,DAVID  STRIZU,FULTON,180-13249-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13240-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13236-000,0,,,,100
Arkansas,CONRAD & DEBRA   SCHUESSEL % CONRAD SR & DEBRA A SCHUESSEL,FULTON,180-13201-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13199-000,0,,,,100
Arkansas,SCOT  HALL,FULTON,180-13274-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13273-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13196-000,0,,,,100
Arkansas,DAVID  MAYER,FULTON,180-13182-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13172-000,0,23,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13169-000,0,23,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,180-13168-000,0,23,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13167-000,0,23,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13166-000,0,23,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13159-000,0,23,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13192-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13186-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13148-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,180-13128-000,0,23,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13114-000,0,23,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13113-000,0,23,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13111-000,0,23,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13105-000,0,22,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13103-000,0,22,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13099-000,0,22,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13094-000,0,23,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13146-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13145-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,180-13072-000,0,22,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,175-13052-000,0,13,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,175-13053-000,0,13,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,175-12936-000,0,13,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,175-12974-000,0,13,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12884-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12883-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12882-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12881-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12826-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12825-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12824-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12817-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12815-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12811-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12829-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12827-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12810-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12806-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12805-000,0,21,19,06,100
